Uthmani,Simple
وَسَرِّحُوهُنَّ,وسرحوهن
أَحْلَلْنَا,أحللنا
أَزْوَٰجَكَ,أزواجك
يَمِينُكَ,يمينك
أَفَآءَ,أفاء
وَبَنَاتِ,وبنات
عَمِّكَ,عمك
عَمَّٰتِكَ,عماتك
خَالِكَ,خالك
خَٰلَٰتِكَ,خالاتك
هَاجَرْنَ,هاجرن
وَٱمْرَأَةً,وامرأة
مُّؤْمِنَةً,مؤمنة
وَهَبَتْ,وهبت
نَفْسَهَا,نفسها
يَسْتَنكِحَهَا,يستنكحها
فَرَضْنَا,فرضنا
تُرْجِى,ترجي
وَتُـْٔوِىٓ,وتؤوي
ٱبْتَغَيْتَ,ابتغيت
مِمَّنْ,ممن
عَزَلْتَ,عزلت
أَعْيُنُهُنَّ,أعينهن
يَحْزَنَّ,يحزن
وَيَرْضَيْنَ,ويرضين
ءَاتَيْتَهُنَّ,آتيتهن
كُلُّهُنَّ,كلهن
ٱلنِّسَآءُ,النساء
تَبَدَّلَ,تبدل
حُسْنُهُنَّ,حسنهن
رَّقِيبًا,رقيبا
بُيُوتَ,بيوت
نَٰظِرِينَ,ناظرين
إِنَىٰهُ,إناه
دُعِيتُمْ,دعيتم
فَٱدْخُلُوا۟,فادخلوا
طَعِمْتُمْ,طعمتم
فَٱنتَشِرُوا۟,فانتشروا
مُسْتَـْٔنِسِينَ,مستأنسين
لِحَدِيثٍ,لحديث
يُؤْذِى,يؤذي
فَيَسْتَحْىِۦ,فيستحيي
يَسْتَحْىِۦ,يستحيي
سَأَلْتُمُوهُنَّ,سألتموهن
فَسْـَٔلُوهُنَّ,فاسألوهن
حِجَابٍ,حجاب
لِقُلُوبِكُمْ,لقلوبكم
وَقُلُوبِهِنَّ,وقلوبهن
تُؤْذُوا۟,تؤذوا
تَنكِحُوٓا۟,تنكحوا
أَزْوَٰجَهُۥ,أزواجه
وَٱتَّقِينَ,واتقين
وَمَلَٰٓئِكَتَهُۥ,وملائكته
يُصَلُّونَ,يصلون
صَلُّوا۟,صلوا
وَسَلِّمُوا۟,وسلموا
ٱحْتَمَلُوا۟,احتملوا
وَبَنَاتِكَ,وبناتك
وَنِسَآءِ,ونساء
يُدْنِينَ,يدنين
جَلَٰبِيبِهِنَّ,جلابيبهن
يُعْرَفْنَ,يعرفن
يُؤْذَيْنَ,يؤذين
لَّئِن,لئن
يَنتَهِ,ينته
وَٱلْمُرْجِفُونَ,والمرجفون
لَنُغْرِيَنَّكَ,لنغرينك
يُجَاوِرُونَكَ,يجاورونك
مَّلْعُونِينَ,ملعونين
أُخِذُوا۟,أخذوا
وَقُتِّلُوا۟,وقتلوا
تَقْتِيلًا,تقتيلا
لِسُنَّةِ,لسنة
يُدْرِيكَ,يدريك
لَعَلَّ,لعل
لَعَنَ,لعن
تُقَلَّبُ,تقلب
يَٰلَيْتَنَآ,يا ليتنا
أَطَعْنَا,أطعنا
ٱلرَّسُولَا۠,الرسولا
سَادَتَنَا,سادتنا
وَكُبَرَآءَنَا,وكبراءنا
فَأَضَلُّونَا,فأضلونا
ٱلسَّبِيلَا۠,السبيلا
ءَاتِهِمْ,آتهم
وَٱلْعَنْهُمْ,والعنهم
لَعْنًا,لعنا
ءَاذَوْا۟,آذوا
فَبَرَّأَهُ,فبرأه
يُصْلِحْ,يصلح
أَعْمَٰلَكُمْ,أعمالكم
عَرَضْنَا,عرضنا
ٱلْأَمَانَةَ,الأمانة
وَٱلْجِبَالِ,والجبال
فَأَبَيْنَ,فأبين
يَحْمِلْنَهَا,يحملنها
وَأَشْفَقْنَ,وأشفقن
وَحَمَلَهَا,وحملها
ظَلُومًا,ظلوما
جَهُولًا,جهولا
لِّيُعَذِّبَ,ليعذب
وَٱلْمُشْرِكِينَ,والمشركين
وَٱلْمُشْرِكَٰتِ,والمشركات
رَّحِيمًۢا,رحيما
يَلِجُ,يلج
يَنزِلُ,ينزل
وَرَبِّى,وربي
لَتَأْتِيَنَّكُمْ,لتأتينكم
مِثْقَالُ,مثقال
أَصْغَرُ,أصغر
سَعَوْ,سعوا
رِّجْزٍ,رجز
وَيَرَى,ويرى
نَدُلُّكُمْ,ندلكم
يُنَبِّئُكُمْ,ينبئكم
مُزِّقْتُمْ,مزقتم
مُمَزَّقٍ,ممزق
أَفْتَرَىٰ,أفترى
وَٱلضَّلَٰلِ,والضلال
ٱلْبَعِيدِ,البعيد
خَلْفَهُم,خلفهم
نَخْسِفْ,نخسف
نُسْقِطْ,نسقط
عَبْدٍ,عبد
مُّنِيبٍ,منيب
يَٰجِبَالُ,يا جبال
أَوِّبِى,أوبي
وَأَلَنَّا,وألنا
ٱلْحَدِيدَ,الحديد
ٱعْمَلْ,اعمل
سَٰبِغَٰتٍ,سابغات
وَقَدِّرْ,وقدر
ٱلسَّرْدِ,السرد
غُدُوُّهَا,غدوها
شَهْرٌ,شهر
وَرَوَاحُهَا,ورواحها
وَأَسَلْنَا,وأسلنا
عَيْنَ,عين
ٱلْقِطْرِ,القطر
يَزِغْ,يزغ
مَّحَٰرِيبَ,محاريب
وَتَمَٰثِيلَ,وتماثيل
وَجِفَانٍ,وجفان
كَٱلْجَوَابِ,كالجواب
وَقُدُورٍ,وقدور
رَّاسِيَٰتٍ,راسيات
ٱعْمَلُوٓا۟,اعملوا
شُكْرًا,شكرا
وَقَلِيلٌ,وقليل
ٱلشَّكُورُ,الشكور
قَضَيْنَا,قضينا
دَلَّهُمْ,دلهم
مَوْتِهِۦٓ,موته
دَآبَّةُ,دابة
مِنسَأَتَهُۥ,منسأته
تَبَيَّنَتِ,تبينت
ٱلْجِنُّ,الجن
ٱلْمُهِينِ,المهين
لِسَبَإٍ,لسبإ
مَسْكَنِهِمْ,مسكنهم
جَنَّتَانِ,جنتان
يَمِينٍ,يمين
وَشِمَالٍ,وشمال
بَلْدَةٌ,بلدة
طَيِّبَةٌ,طيبة
وَرَبٌّ,ورب
فَأَعْرَضُوا۟,فأعرضوا
سَيْلَ,سيل
ٱلْعَرِمِ,العرم
وَبَدَّلْنَٰهُم,وبدلناهم
بِجَنَّتَيْهِمْ,بجنتيهم
ذَوَاتَىْ,ذواتي
أُكُلٍ,أكل
خَمْطٍ,خمط
وَأَثْلٍ,وأثل
وَشَىْءٍ,وشيء
سِدْرٍ,سدر
نُجَٰزِىٓ,نجازي
ٱلْكَفُورَ,الكفور
ٱلْقُرَى,القرى
قُرًى,قرى
وَقَدَّرْنَا,وقدرنا
ٱلسَّيْرَ,السير
لَيَالِىَ,ليالي
وَأَيَّامًا,وأياما
بَٰعِدْ,باعد
أَسْفَارِنَا,أسفارنا
وَظَلَمُوٓا۟,وظلموا
وَمَزَّقْنَٰهُمْ,ومزقناهم
صَدَّقَ,صدق
إِبْلِيسُ,إبليس
ظَنَّهُۥ,ظنه
فَٱتَّبَعُوهُ,فاتبعوه
فِيهِمَا,فيهما
شِرْكٍ,شرك
ظَهِيرٍ,ظهير
فُزِّعَ,فزع
إِيَّاكُمْ,إياكم
أَجْرَمْنَا,أجرمنا
نُسْـَٔلُ,نسأل
يَفْتَحُ,يفتح
ٱلْفَتَّاحُ,الفتاح
أَرُونِىَ,أروني
أَلْحَقْتُم,ألحقتم
مِّيعَادُ,ميعاد
تَسْتَـْٔخِرُونَ,تستأخرون
تَسْتَقْدِمُونَ,تستقدمون
مَوْقُوفُونَ,موقوفون
لَكُنَّا,لكنا
ٱسْتُضْعِفُوٓا۟,استضعفوا
أَنَحْنُ,أنحن
صَدَدْنَٰكُمْ,صددناكم
مَكْرُ,مكر
تَأْمُرُونَنَآ,تأمروننا
نَّكْفُرَ,نكفر
وَنَجْعَلَ,ونجعل
ٱلْأَغْلَٰلَ,الأغلال
أَعْنَاقِ,أعناق
مُتْرَفُوهَآ,مترفوها
أَوْلَٰدُكُم,أولادكم
تُقَرِّبُكُمْ,تقربكم
زُلْفَىٰٓ,زلفى
ٱلضِّعْفِ,الضعف
ٱلْغُرُفَٰتِ,الغرفات
يَسْعَوْنَ,يسعون
يُخْلِفُهُۥ,يخلفه
دُونِهِم,دونهم
مُّؤْمِنُونَ,مؤمنون
نَّفْعًا,نفعا
يَصُدَّكُمْ,يصدكم
كُتُبٍ,كتب
يَدْرُسُونَهَا,يدرسونها
مِعْشَارَ,معشار
فَكَذَّبُوا۟,فكذبوا
رُسُلِى,رسلي
أَعِظُكُم,أعظكم
بِوَٰحِدَةٍ,بواحدة
وَفُرَٰدَىٰ,وفرادى
تَتَفَكَّرُوا۟,تتفكروا
بِصَاحِبِكُم,بصاحبكم
يَقْذِفُ,يقذف
يُعِيدُ,يعيد
أَضِلُّ,أضل
ٱهْتَدَيْتُ,اهتديت
يُوحِىٓ,يوحي
فَزِعُوا۟,فزعوا
فَوْتَ,فوت
وَأُخِذُوا۟,وأخذوا
مَّكَانٍ,مكان
وَأَنَّىٰ,وأنى
ٱلتَّنَاوُشُ,التناوش
وَيَقْذِفُونَ,ويقذفون
وَحِيلَ,وحيل
فُعِلَ,فعل
بِأَشْيَاعِهِم,بأشياعهم
مُّرِيبٍۭ,مريب
جَاعِلِ,جاعل
أُو۟لِىٓ,أولي
أَجْنِحَةٍ,أجنحة
مَّثْنَىٰ,مثنى
يَفْتَحِ,يفتح
رَّحْمَةٍ,رحمة
مُمْسِكَ,ممسك
يُمْسِكْ,يمسك
مُرْسِلَ,مرسل
خَٰلِقٍ,خالق
فَٱتَّخِذُوهُ,فاتخذوه
حِزْبَهُۥ,حزبه
لِيَكُونُوا۟,ليكونوا
عَمَلِهِۦ,عمله
فَرَءَاهُ,فرآه
تَذْهَبْ,تذهب
نَفْسُكَ,نفسك
فَسُقْنَٰهُ,فسقناه
فَأَحْيَيْنَا,فأحيينا
ٱلنُّشُورُ,النشور
يَصْعَدُ,يصعد
ٱلْكَلِمُ,الكلم
وَٱلْعَمَلُ,والعمل
ٱلصَّٰلِحُ,الصالح
يَرْفَعُهُۥ,يرفعه
وَمَكْرُ,ومكر
يَبُورُ,يبور
تَضَعُ,تضع
مُّعَمَّرٍ,معمر
يُنقَصُ,ينقص
عُمُرِهِۦٓ,عمره
ٱلْبَحْرَانِ,البحران
سَآئِغٌ,سائغ
شَرَابُهُۥ,شرابه
وَتَسْتَخْرِجُونَ,وتستخرجون
قِطْمِيرٍ,قطمير
دُعَآءَكُمْ,دعاءكم
بِشِرْكِكُمْ,بشرككم
يُنَبِّئُكَ,ينبئك
ٱلْفُقَرَآءُ,الفقراء
مُثْقَلَةٌ,مثقلة
حِمْلِهَا,حملها
يُحْمَلْ,يحمل
قُرْبَىٰٓ,قربى
تُنذِرُ,تنذر
يَتَزَكَّىٰ,يتزكى
ٱلنُّورُ,النور
ٱلظِّلُّ,الظل
ٱلْحَرُورُ,الحرور
ٱلْأَحْيَآءُ,الأحياء
ٱلْأَمْوَٰتُ,الأموات
يُسْمِعُ,يسمع
بِمُسْمِعٍ,بمسمع
وَبِٱلزُّبُرِ,وبالزبر
وَبِٱلْكِتَٰبِ,وبالكتاب
أَخَذْتُ,أخذت
ثَمَرَٰتٍ,ثمرات
مُّخْتَلِفًا,مختلفا
أَلْوَٰنُهَا,ألوانها
جُدَدٌۢ,جدد
بِيضٌ,بيض
وَحُمْرٌ,وحمر
وَغَرَابِيبُ,وغرابيب
سُودٌ,سود
وَٱلدَّوَآبِّ,والدواب
مُخْتَلِفٌ,مختلف
يَخْشَى,يخشى
ٱلْعُلَمَٰٓؤُا۟,العلماء
تَبُورَ,تبور
لِيُوَفِّيَهُمْ,ليوفيهم
شَكُورٌ,شكور
لَخَبِيرٌۢ,لخبير
أَوْرَثْنَا,أورثنا
ٱصْطَفَيْنَا,اصطفينا
سَابِقٌۢ,سابق
بِٱلْخَيْرَٰتِ,بالخيرات
أَذْهَبَ,أذهب
ٱلْحَزَنَ,الحزن
أَحَلَّنَا,أحلنا
ٱلْمُقَامَةِ,المقامة
يَمَسُّنَا,يمسنا
لُغُوبٌ,لغوب
يُقْضَىٰ,يقضى
فَيَمُوتُوا۟,فيموتوا
عَذَابِهَا,عذابها
يَصْطَرِخُونَ,يصطرخون
نُعَمِّرْكُم,نعمركم
تَذَكَّرَ,تذكر
وَجَآءَكُمُ,وجاءكم
غَيْبِ,غيب
كُفْرُهُمْ,كفرهم
مَقْتًا,مقتا
شُرَكَآءَكُمُ,شركاءكم
أَرُونِى,أروني
شِرْكٌ,شرك
بَيِّنَتٍ,بينت
يَعِدُ,يعد
يُمْسِكُ,يمسك
تَزُولَا,تزولا
زَالَتَآ,زالتا
أَمْسَكَهُمَا,أمسكهما
لَّيَكُونُنَّ,ليكونن
ٱلْأُمَمِ,الأمم
ٱسْتِكْبَارًا,استكبارا
وَمَكْرَ,ومكر
ٱلسَّيِّئِ,السيئ
يَحِيقُ,يحيق
ٱلسَّيِّئُ,السيئ
بِأَهْلِهِۦ,بأهله
سُنَّتَ,سنت
لِسُنَّتِ,لسنت
وَكَانُوٓا۟,وكانوا
لِيُعْجِزَهُۥ,ليعجزه
ظَهْرِهَا,ظهرها
بَصِيرًۢا,بصيرا
يسٓ,يس
تَنزِيلَ,تنزيل
أُنذِرَ,أنذر
أَكْثَرِهِمْ,أكثرهم
أَعْنَٰقِهِمْ,أعناقهم
أَغْلَٰلًا,أغلالا
ٱلْأَذْقَانِ,الأذقان
مُّقْمَحُونَ,مقمحون
فَأَغْشَيْنَٰهُمْ,فأغشيناهم
وَسَوَآءٌ,وسواء
وَخَشِىَ,وخشي
بِمَغْفِرَةٍ,بمغفرة
وَأَجْرٍ,وأجر
نُحْىِ,نحيي
وَنَكْتُبُ,ونكتب
قَدَّمُوا۟,قدموا
وَءَاثَٰرَهُمْ,وآثارهم
أَحْصَيْنَٰهُ,أحصيناه
إِمَامٍ,إمام
فَعَزَّزْنَا,فعززنا
بِثَالِثٍ,بثالث
مُّرْسَلُونَ,مرسلون
تَكْذِبُونَ,تكذبون
لَمُرْسَلُونَ,لمرسلون
تَطَيَّرْنَا,تطيرنا
لَنَرْجُمَنَّكُمْ,لنرجمنكم
وَلَيَمَسَّنَّكُم,وليمسنكم
طَٰٓئِرُكُم,طائركم
أَئِن,أئن
ذُكِّرْتُم,ذكرتم
يَسْـَٔلُكُمْ,يسألكم
فَطَرَنِى,فطرني
ءَأَتَّخِذُ,أأتخذ
يُرِدْنِ,يردن
شَفَٰعَتُهُمْ,شفاعتهم
يُنقِذُونِ,ينقذون
لَّفِى,لفي
فَٱسْمَعُونِ,فاسمعون
ٱدْخُلِ,ادخل
غَفَرَ,غفر
ٱلْمُكْرَمِينَ,المكرمين
جُندٍ,جند
مُنزِلِينَ,منزلين
صَيْحَةً,صيحة
خَٰمِدُونَ,خامدون
يَٰحَسْرَةً,يا حسرة
ٱلْعِبَادِ,العباد
جَمِيعٌ,جميع
لَّدَيْنَا,لدينا
وَءَايَةٌ,وآية
أَحْيَيْنَٰهَا,أحييناها
وَأَخْرَجْنَا,وأخرجنا
فَمِنْهُ,فمنه
ٱلْعُيُونِ,العيون
لِيَأْكُلُوا۟,ليأكلوا
ثَمَرِهِۦ,ثمره
عَمِلَتْهُ,عملته
ٱلْأَزْوَٰجَ,الأزواج
نَسْلَخُ,نسلخ
مُّظْلِمُونَ,مظلمون
لِمُسْتَقَرٍّ,لمستقر
قَدَّرْنَٰهُ,قدرناه
كَٱلْعُرْجُونِ,كالعرجون
ٱلشَّمْسُ,الشمس
لَهَآ,لها
تُدْرِكَ,تدرك
سَابِقُ,سابق
وَخَلَقْنَا,وخلقنا
يَرْكَبُونَ,يركبون
نُغْرِقْهُمْ,نغرقهم
صَرِيخَ,صريخ
يُنقَذُونَ,ينقذون
خَلْفَكُمْ,خلفكم
أَنُطْعِمُ,أنطعم
أَطْعَمَهُۥٓ,أطعمه
تَأْخُذُهُمْ,تأخذهم
يَخِصِّمُونَ,يخصمون
تَوْصِيَةً,توصية
ٱلْأَجْدَاثِ,الأجداث
بَعَثَنَا,بعثنا
مَّرْقَدِنَا,مرقدنا
شُغُلٍ,شغل
فَٰكِهُونَ,فاكهون
وَأَزْوَٰجُهُمْ,وأزواجهم
ظِلَٰلٍ,ظلال
مُتَّكِـُٔونَ,متكئون
فَٰكِهَةٌ,فاكهة
يَدَّعُونَ,يدعون
رَّبٍّ,رب
رَّحِيمٍ,رحيم
وَٱمْتَٰزُوا۟,وامتازوا
أَعْهَدْ,أعهد
تَعْبُدُوا۟,تعبدوا
ٱعْبُدُونِى,اعبدوني
جِبِلًّا,جبلا
ٱصْلَوْهَا,اصلوها
نَخْتِمُ,نختم
وَتُكَلِّمُنَآ,وتكلمنا
وَتَشْهَدُ,وتشهد
أَرْجُلُهُم,أرجلهم
لَطَمَسْنَا,لطمسنا
فَٱسْتَبَقُوا۟,فاستبقوا
لَمَسَخْنَٰهُمْ,لمسخناهم
مَكَانَتِهِمْ,مكانتهم
مُضِيًّا,مضيا
نُّعَمِّرْهُ,نعمره
نُنَكِّسْهُ,ننكسه
ٱلشِّعْرَ,الشعر
وَقُرْءَانٌ,وقرآن
وَيَحِقَّ,ويحق
أَيْدِينَآ,أيدينا
مَٰلِكُونَ,مالكون
وَذَلَّلْنَٰهَا,وذللناها
فَمِنْهَا,فمنها
رَكُوبُهُمْ,ركوبهم
وَمَشَارِبُ,ومشارب
نَصْرَهُمْ,نصرهم
جُندٌ,جند
مُّحْضَرُونَ,محضرون
رَمِيمٌ,رميم
يُحْيِيهَا,يحييها
أَنشَأَهَآ,أنشأها
ٱلْأَخْضَرِ,الأخضر
تُوقِدُونَ,توقدون
بِقَٰدِرٍ,بقادر
مِثْلَهُم,مثلهم
أَمْرُهُۥٓ,أمره
وَٱلصَّٰٓفَّٰتِ,والصافات
فَٱلزَّٰجِرَٰتِ,فالزاجرات
زَجْرًا,زجرا
فَٱلتَّٰلِيَٰتِ,فالتاليات
إِلَٰهَكُمْ,إلهكم
لَوَٰحِدٌ,لواحد
ٱلْمَشَٰرِقِ,المشارق
ٱلْكَوَاكِبِ,الكواكب
وَحِفْظًا,وحفظا
مَّارِدٍ,مارد
يَسَّمَّعُونَ,يسمعون
وَيُقْذَفُونَ,ويقذفون
جَانِبٍ,جانب
دُحُورًا,دحورا
وَاصِبٌ,واصب
خَطِفَ,خطف
ٱلْخَطْفَةَ,الخطفة
ثَاقِبٌ,ثاقب
فَٱسْتَفْتِهِمْ,فاستفتهم
أَهُمْ,أهم
خَلَقْنَٰهُم,خلقناهم
لَّازِبٍۭ,لازب
عَجِبْتَ,عجبت
يَسْتَسْخِرُونَ,يستسخرون
أَوَءَابَآؤُنَا,أوآباؤنا
زَجْرَةٌ,زجرة
وَٰحِدَةٌ,واحدة
ٱلْفَصْلِ,الفصل
ٱحْشُرُوا۟,احشروا
وَأَزْوَٰجَهُمْ,وأزواجهم
فَٱهْدُوهُمْ,فاهدوهم
وَقِفُوهُمْ,وقفوهم
مَّسْـُٔولُونَ,مسئولون
تَنَاصَرُونَ,تناصرون
مُسْتَسْلِمُونَ,مستسلمون
وَأَقْبَلَ,وأقبل
تَأْتُونَنَا,تأتوننا
طَٰغِينَ,طاغين
قَوْلُ,قول
لَذَآئِقُونَ,لذائقون
فَأَغْوَيْنَٰكُمْ,فأغويناكم
غَٰوِينَ,غاوين
مُشْتَرِكُونَ,مشتركون
نَفْعَلُ,نفعل
بِٱلْمُجْرِمِينَ,بالمجرمين
لَتَارِكُوٓا۟,لتاركو
لِشَاعِرٍ,لشاعر
مَّجْنُونٍۭ,مجنون
وَصَدَّقَ,وصدق
لَذَآئِقُوا۟,لذائقو
ٱلْأَلِيمِ,الأليم
عِبَادَ,عباد
رِزْقٌ,رزق
يُطَافُ,يطاف
بِكَأْسٍ,بكأس
مَّعِينٍۭ,معين
لَذَّةٍ,لذة
غَوْلٌ,غول
يُنزَفُونَ,ينزفون
وَعِندَهُمْ,وعندهم
قَٰصِرَٰتُ,قاصرات
ٱلطَّرْفِ,الطرف
عِينٌ,عين
كَأَنَّهُنَّ,كأنهن
بَيْضٌ,بيض
مَّكْنُونٌ,مكنون
فَأَقْبَلَ,فأقبل
قَرِينٌ,قرين
ٱلْمُصَدِّقِينَ,المصدقين
لَمَدِينُونَ,لمدينون
مُّطَّلِعُونَ,مطلعون
فَٱطَّلَعَ,فاطلع
لَتُرْدِينِ,لتردين
نِعْمَةُ,نعمة
لَكُنتُ,لكنت
أَفَمَا,أفما
بِمَيِّتِينَ,بميتين
مَوْتَتَنَا,موتتنا
لِمِثْلِ,لمثل
فَلْيَعْمَلِ,فليعمل
ٱلْعَٰمِلُونَ,العاملون
نُّزُلًا,نزلا
شَجَرَةُ,شجرة
ٱلزَّقُّومِ,الزقوم
لِّلظَّٰلِمِينَ,للظالمين
شَجَرَةٌ,شجرة
أَصْلِ,أصل
لَءَاكِلُونَ,لآكلون
فَمَالِـُٔونَ,فمالئون
ٱلْبُطُونَ,البطون
لَشَوْبًا,لشوبا
مَرْجِعَهُمْ,مرجعهم
أَلْفَوْا۟,ألفوا
مُّنذِرِينَ,منذرين
نَادَىٰنَا,نادانا
فَلَنِعْمَ,فلنعم
ٱلْمُجِيبُونَ,المجيبون
ذُرِّيَّتَهُۥ,ذريته
لَإِبْرَٰهِيمَ,لإبراهيم
أَئِفْكًا,أئفكا
ظَنُّكُم,ظنكم
فَنَظَرَ,فنظر
نَظْرَةً,نظرة
ٱلنُّجُومِ,النجوم
سَقِيمٌ,سقيم
فَتَوَلَّوْا۟,فتولوا
فَرَاغَ,فراغ
ءَالِهَتِهِمْ,آلهتهم
تَنطِقُونَ,تنطقون
ضَرْبًۢا,ضربا
بِٱلْيَمِينِ,باليمين
فَأَقْبَلُوٓا۟,فأقبلوا
يَزِفُّونَ,يزفون
تَنْحِتُونَ,تنحتون
فَأَرَادُوا۟,فأرادوا
ٱلْأَسْفَلِينَ,الأسفلين
ذَاهِبٌ,ذاهب
فَبَشَّرْنَٰهُ,فبشرناه
حَلِيمٍ,حليم
ٱلسَّعْىَ,السعي
ٱلْمَنَامِ,المنام
أَذْبَحُكَ,أذبحك
ٱفْعَلْ,افعل
أَسْلَمَا,أسلما
وَتَلَّهُۥ,وتله
لِلْجَبِينِ,للجبين
صَدَّقْتَ,صدقت
ٱلرُّءْيَآ,الرؤيا
ٱلْبَلَٰٓؤُا۟,البلاء
وَفَدَيْنَٰهُ,وفديناه
بِذِبْحٍ,بذبح
وَبَشَّرْنَٰهُ,وبشرناه
وَبَٰرَكْنَا,وباركنا
ذُرِّيَّتِهِمَا,ذريتهما
وَظَالِمٌ,وظالم
مُبِينٌ,مبين
وَنَجَّيْنَٰهُمَا,ونجيناهما
وَقَوْمَهُمَا,وقومهما
وَنَصَرْنَٰهُمْ,ونصرناهم
وَءَاتَيْنَٰهُمَا,وآتيناهما
ٱلْمُسْتَبِينَ,المستبين
وَهَدَيْنَٰهُمَا,وهديناهما
إِنَّهُمَا,إنهما
إِلْيَاسَ,إلياس
أَتَدْعُونَ,أتدعون
بَعْلًا,بعلا
وَرَبَّ,ورب
لَمُحْضَرُونَ,لمحضرون
إِلْ,إل
يَاسِينَ,ياسين
نَجَّيْنَٰهُ,نجيناه
لَتَمُرُّونَ,لتمرون
وَبِٱلَّيْلِ,وبالليل
أَبَقَ,أبق
فَسَاهَمَ,فساهم
ٱلْمُدْحَضِينَ,المدحضين
فَٱلْتَقَمَهُ,فالتقمه
ٱلْحُوتُ,الحوت
مُلِيمٌ,مليم
ٱلْمُسَبِّحِينَ,المسبحين
لَلَبِثَ,للبث
بَطْنِهِۦٓ,بطنه
فَنَبَذْنَٰهُ,فنبذناه
بِٱلْعَرَآءِ,بالعراء
شَجَرَةً,شجرة
يَقْطِينٍ,يقطين
وَأَرْسَلْنَٰهُ,وأرسلناه
مِا۟ئَةِ,مائة
أَلْفٍ,ألف
يَزِيدُونَ,يزيدون
فَـَٔامَنُوا۟,فآمنوا
فَمَتَّعْنَٰهُمْ,فمتعناهم
أَلِرَبِّكَ,ألربك
ٱلْبَنَاتُ,البنات
وَلَهُمُ,ولهم
ٱلْبَنُونَ,البنون
شَٰهِدُونَ,شاهدون
إِفْكِهِمْ,إفكهم
لَيَقُولُونَ,ليقولون
وَلَدَ,ولد
أَصْطَفَى,أصطفى
ٱلْبَنَاتِ,البنات
ٱلْبَنِينَ,البنين
بِكِتَٰبِكُمْ,بكتابكم
عَلِمَتِ,علمت
ٱلْجِنَّةُ,الجنة
بِفَٰتِنِينَ,بفاتنين
صَالِ,صال
مَقَامٌ,مقام
ٱلصَّآفُّونَ,الصافون
ٱلْمُسَبِّحُونَ,المسبحون
فَكَفَرُوا۟,فكفروا
كَلِمَتُنَا,كلمتنا
لِعِبَادِنَا,لعبادنا
ٱلْمَنصُورُونَ,المنصورون
جُندَنَا,جندنا
فَتَوَلَّ,فتول
وَأَبْصِرْهُمْ,وأبصرهم
بِسَاحَتِهِمْ,بساحتهم
صَبَاحُ,صباح
وَتَوَلَّ,وتول
ٱلْعِزَّةِ,العزة
صٓ,ص
عِزَّةٍ,عزة
وَشِقَاقٍ,وشقاق
فَنَادَوا۟,فنادوا
وَّلَاتَ,ولات
مَنَاصٍ,مناص
وَعَجِبُوٓا۟,وعجبوا
مُّنذِرٌ,منذر
سَٰحِرٌ,ساحر
كَذَّابٌ,كذاب
أَجَعَلَ,أجعل
ٱلْءَالِهَةَ,الآلهة
عُجَابٌ,عجاب
وَٱنطَلَقَ,وانطلق
ٱمْشُوا۟,امشوا
وَٱصْبِرُوا۟,واصبروا
ءَالِهَتِكُمْ,آلهتكم
يُرَادُ,يراد
ٱلْمِلَّةِ,الملة
ٱخْتِلَٰقٌ,اختلاق
أَءُنزِلَ,أأنزل
بَيْنِنَا,بيننا
يَذُوقُوا۟,يذوقوا
ٱلْوَهَّابِ,الوهاب
مُّلْكُ,ملك
فَلْيَرْتَقُوا۟,فليرتقوا
ٱلْأَسْبَٰبِ,الأسباب
مَهْزُومٌ,مهزوم
وَفِرْعَوْنُ,وفرعون
ٱلْأَوْتَادِ,الأوتاد
فَوَاقٍ,فواق
عَجِّل,عجل
قِطَّنَا,قطنا
ٱصْبِرْ,اصبر
عَبْدَنَا,عبدنا
ٱلْأَيْدِ,الأيد
أَوَّابٌ,أواب
سَخَّرْنَا,سخرنا
وَٱلْإِشْرَاقِ,والإشراق
مَحْشُورَةً,محشورة
لَّهُۥٓ,له
وَشَدَدْنَا,وشددنا
وَفَصْلَ,وفصل
ٱلْخِطَابِ,الخطاب
ٱلْخَصْمِ,الخصم
تَسَوَّرُوا۟,تسوروا
بَغَىٰ,بغى
تُشْطِطْ,تشطط
وَٱهْدِنَآ,واهدنا
تِسْعٌ,تسع
وَتِسْعُونَ,وتسعون
نَعْجَةً,نعجة
نَعْجَةٌ,نعجة
أَكْفِلْنِيهَا,أكفلنيها
وَعَزَّنِى,وعزني
ظَلَمَكَ,ظلمك
بِسُؤَالِ,بسؤال
نَعْجَتِكَ,نعجتك
نِعَاجِهِۦ,نعاجه
ٱلْخُلَطَآءِ,الخلطاء
لَيَبْغِى,ليبغي
فَتَنَّٰهُ,فتناه
فَٱسْتَغْفَرَ,فاستغفر
رَاكِعًا,راكعا
وَأَنَابَ,وأناب
فَغَفَرْنَا,فغفرنا
لَزُلْفَىٰ,لزلفى
يَٰدَاوُۥدُ,يا داوود
تَتَّبِعِ,تتبع
ٱلْهَوَىٰ,الهوى
فَيُضِلَّكَ,فيضلك
يَضِلُّونَ,يضلون
كَٱلْمُفْسِدِينَ,كالمفسدين
كَٱلْفُجَّارِ,كالفجار
مُبَٰرَكٌ,مبارك
لِّيَدَّبَّرُوٓا۟,ليدبروا
وَلِيَتَذَكَّرَ,وليتذكر
لِدَاوُۥدَ,لداوود
ٱلْعَبْدُ,العبد
عُرِضَ,عرض
ٱلصَّٰفِنَٰتُ,الصافنات
